caption,commentsCount,dimensionsHeight,dimensionsWidth,displayUrl,id,inputUrl,likesCount,ownerId,ownerUsername,shortCode,timestamp,type,url,location,jam_operasional,hashtags,transcript
"Sevel Thailand ini lengkap banget dari minuman sampai makanan yang enak enak! Puas banget beli jajan disini ✨

Seven Eleven Thailand 
📍 Thailand
💰 tertera di Video

#foodiethailand #rekomendasibangkok #sevelthailand #kulinersamamasxsamarinda #smrfoodies #jalanjalanmakanenak",3,1920,1080,https://instagram.fesb10-2.fna.fbcdn.net/v/t51.2885-15/364293907_646143994133196_1154835277033920922_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.fesb10-2.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2QFaD0o46ZG7SbaqYx0fpoSV4J8IqX3QmR7LmGMTChn4xzb06QrwCgN5OENTkc7Cc6k&_nc_ohc=0TcHSGMLTlcQ7kNvwFi5X0K&_nc_gid=wzE5vBTOeiCZkx9a6934Dg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJliKpY-EbKEBvKcGXi-YGW_QKhh-cbJ_tNskd1-BvBvA&oe=6830C8C0&_nc_sid=10d13b,3160312248040154581,https://www.instagram.com/jalanjalan.makanenak/,45,2332659232,jalanjalan.makanenak,Cvbrz7bv-XV,2023-08-02T06:47:59.000Z,Video,https://www.instagram.com/p/Cvbrz7bv-XV/,Thailand,,"#foodiethailand, #rekomendasibangkok, #sevelthailand, #kulinersamamasxsamarinda, #smrfoodies, #jalanjalanmakanenak"," Buat warga sama Rinda yang mau ke Thailand, kalian wajib banget beli makanan ini di Sevel Thailand. Hal semuanya, kembali lagi ke Jalan Jalan, makan enak. Kalinya aku mau rekomendasiin makanan di Sevel Thailand yang enak-enak banget, versi kami berdua. Yang pertama banget, kroyisan sandwich satu ini, ini yang rasa salmon dan ini enak banget cuy. Jadi salmonnya itu tuh pecah gitu ketika masuk di mulut, dicambar dengan kroyisan yang lebut banget ini, rasanya enak banget wajib kalian coba. Yang kedua ada bedfield chicken satu ini, ini rasanya kayak ayam ricar ricak tapi dipotong kecil-kecil gitu ya. Jadi pedes, tapi ditambang nasi itu pedesnya jadi pas, enak banget. Ya ketiga ada grilled chicken with mala sauce, ini juga pedes banget cuy tapi pedesnya enak. Dan yang terakhir ada one degree salwone, ini salmonnya beneran macem ya, jadi bukan yang bawa amis gitu. Dan ini enak banget karena bumbunya juga berasa. Segini video kali ini dan sampai ketemu di video selanjutnya."
"Enak banget ya allah. Kenapa gak viral ya ini cendol yoshinoya ? 

#yoshinoya #kulinersamarinda #makanansamarinda #makanansmr #jalanjalanmakanenaksamarinda",2,1920,1080,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/362914903_1399369467677159_4103552469933848613_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QHQ_tG6c4P6elyoFd9xHkJZlh-h08FgsFDtht5PhjIScara2Vih5kcI3rmfbePvi1rOexIl-8LiP8lNshnDlnjV&_nc_ohc=EjfqQqGhrBMQ7kNvwHCkjTM&_nc_gid=9HCPLcXYxDhPFRNt_39VMg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfI4c0YVBf3UtBlNcHyngy7A6ktan2LLLDbhAKKXpLXcBw&oe=6830C007&_nc_sid=10d13b,3153917159998492710,https://www.instagram.com/jalanjalan.makanenak/,66,2332659232,jalanjalan.makanenak,CvE9vJkuBAm,2023-07-24T10:59:21.000Z,Video,https://www.instagram.com/p/CvE9vJkuBAm/,,,"#yoshinoya, #kulinersamarinda, #makanansamarinda, #makanansmr, #jalanjalanmakanenaksamarinda", 📄 ව
"Sambal Yang Lagi Hits di Samarinda!Nemu lagi salah satu sambal unik di @warung.bangjaka namanya sambal embe, sambal dengan campuran bawang goreng dan cabe rawit yang digoreng sampe crispy, ini enak banget dimakan barengan dengan nasi putih anget, mimin rela deh makan nasi + sambel doang tanpa lauk 🤣
Warung ini buka 24 jam jadi kalian bisa mampir kapan aja kalian pengen ✨

Warung Bang Jaka
📍 Jl. Wijaya Kusuma ( Samping Bubur Ayam Eka Banten)
🕐 24 Jam
💰 Tertera di Video 

#smrfoodies #makanansmr #kulinersamarinda #makanansamarinda #sambalembe #jalanjalanmakanenaksamarinda",2,1920,1080,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/363323670_6685773318109304_5432598799048939645_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-sjc3-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QEF2S0fcwnhN7Xvmsh0rbWAUM457JxwuvR3L4WzH-S1bgkVPEiuGHBuDBh_8c4XAlg&_nc_ohc=WJBQEOYEtX4Q7kNvwFyVKZF&_nc_gid=uj72IQaUEgYuD1kDP5xhCA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLm5QmRGsGdFHIuTU40r10SuHOU1YXy6W7OggWgvEb0Tw&oe=6830BD04&_nc_sid=10d13b,3156518649061229905,https://www.instagram.com/jalanjalan.makanenak/,106,2332659232,jalanjalan.makanenak,CvONPzEMMVR,2023-07-28T01:06:41.000Z,Video,https://www.instagram.com/p/CvONPzEMMVR/,Jl. Wijaya Kusuma ( Samping Bubur Ayam Eka Banten),24 Jam,"#smrfoodies, #makanansmr, #kulinersamarinda, #makanansamarinda, #sambalembe, #jalanjalanmakanenaksamarinda"," Kaki itu banget ternyata sambal satu ini adalah salah satu sambal yang lagi happening banget di Samarinda. Halo semuanya, kembali lagi ke Jalan Jalan, makan enak! Kalian aku mampir kewarung di daerah Wijal Yaku Sumak atau tempatnya kewarung satu ini namanya Warung Bang Jaka. Di sini itu jual berbagai macam menu, tapi yang paling menarik sebenarnya itu sambal yang lagi hits banget berlaku hari ini, yaitu sambal kemba. Ini itu campuran bawang guntung di goreng dan cabai rawit, terus di goreng sampai crispy yang bikin sambal jadi wangi dan enak banget coy. Di sini kami pesat 4 menu, ada ikan, ayam dan bebek. Habalek kami itu ayamnya karena di goreng sampai kering banget dan bunggunya itu meresap ke dalam. Dan masing-masing menu juga sudah dapat sambal embal ya. Selain ayam dan ikan mereka juga punya menu igabakar dan nasi goreng kambing yang bisa kalian coba. Langsung saja disikat lokasinya ada di Jalan Wijaya Kusuman 6 atau pas di samping bubur ayam ekabanteng. Ini harganya silahkan di screenshot dan selamat mencoba."
"Vlog bangkok part 1 ✨
Riwehnya membawa toddler bener2 membuat kami istigfar berkali2, big respect buat semua orang tua yang traveling membawa anak2nya, perjuangannya sungguh melelahkan 🥺

#bangkok #bangkoktravel #thailandtravel #pattayathailand #jalanjalanmakanenakbangkok",0,1920,1080,https://instagram.fmnl3-4.fna.fbcdn.net/v/t51.2885-15/364251976_1499317424143456_1289125324210574149_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.fmnl3-4.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QGZLIBxCAx5hoYybR2iP5_o3jzM2me9Y736zxPXkf379KFc9QgT0mpneqURc8vAncY&_nc_ohc=w2pFoOVCXBsQ7kNvwGsWkDT&_nc_gid=jJ1FgmtrXkCpAY-s9lCW-A&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJrZDH19-fBirVTT3RXXyfnclPMv0Wtxogz_2gWsmKERg&oe=6830BC2B&_nc_sid=10d13b,3159397867621454668,https://www.instagram.com/jalanjalan.makanenak/,83,2332659232,jalanjalan.makanenak,CvYb58TtBNM,2023-08-01T00:37:43.000Z,Video,https://www.instagram.com/p/CvYb58TtBNM/,,,"#bangkok, #bangkoktravel, #thailandtravel, #pattayathailand, #jalanjalanmakanenakbangkok"," Bayi satu ini berhasil membuat kami cukup trauma ketika berjalan-jalan ke negara Thailand. Halo semuanya, kembali lagi ke Jalan-Jalan, makan elak. Dari berjalanan dari Barikpapan atau Samarinda itu menuju Thailand memperlukan dua kali transit dari Singapura dan juga dari Singapura ke Bangkok. Nah, semua musim itu dimulai ketika kami memasuki pesawat menuju Singapura. For all information, untuk anak di atas dua tahun itu wajib menggunakan seatbelt karena ini safety regulation dari asing-asing maskapai. Jadi anak kalian itu harus benar-benar duduk hanis dan memakai seatbelt. Kalau nggak gimana, kalau nggak kalian akan terus-terusan di tegur perhabugari seperti kami. Tadi-tulanya terjadi di KAPI akhirnya si sahedat yang menggegungkan rawangan kepebasan satu ini bener-bener nggak mau sama sekali pakai seatbelt. Dan di yang kita harus pak salia dan harus mendengarkan tangisannya yang akhirnya diperhatikan oleh seluruh penumpang pesawat. Di sini kita cape banget, mentor harusnya tercerang banget. Padahal ini baru penerbangan pertama dan kita harus melakukan penerbangan kedua dari Singapura ke Bangkok. Ya, untuk ini sahedat nangis cuma di awal dan di akhir penerbangan karena di buang-bangan itu aja kita diwajibkan mengenai seatbelt. Dan itu benar-benar menguras energi sekali. Sisanya dia tidur selama perjalanan karena kayaknya dia emang kecapean. Karena tadi pagi itu kita harus bangun japan 6 untuk menuju ke Badara. Sampai Singapura kami makan dulu di Burger King, terus santai-santai dan lanjut penerbangan menuju Bangkok. Dan di sini kembali rawangan kepebasan sahedat bergembang selama perjalanan. Tapi untungnya dia cuma nangis di 10 menit pertama. Karena ya, dite tadi diwajibkan mengakis seatbelt. Dan ini ibunya kasihan banget karena benar-benar pegel banget harus menumpu kepalanya. Sampai akhirnya kita mencari ide untuk mencari turpuan kepalanya ini. Jadi kita pakai jaket, tas, ditumpuk jadi satu, dan akhirnya bayi ini dibaringkan. Dan ini selama perjalanan dia tidur aja sampai kita di Bangkok. Dan tidak ditunggu perhubungan selama seatbeltnya terpasang. Sampai di Bangkok, kalau pertama ini terlalu kan akan menarik ke wang di ATM 6. Buat kalian yang menarik ke wang di ATM lebih baik langsung aja ke ATM Thailand. Tidak perlu menukar di Manichengen, Indonesia kenapa? Karena rednya lebih melurah. Red di ATM Thailand itu cuma 446 untuk MAMI. Senangkan kalau kita tukar di Manichengen, Indonesia itu rednya 490 bat. Tapi jangan lupa, ada biaya admin sekitar 220 bat kalau kalian tukar di ATM Thailand. Terus lanjut menukar SIM card, ini lebih membuah kalau kalian pesan lewat klub. Di klub itu cuma 83.000 rupiah. Senangkan kalau kalian beli di kota terbandara itu harganya 290.000 bat atau sekitar 135.000 rupiah. Terus lanjut kita berangkat menuju Pattaya. Itu buat naik bis ke Pattaya, kalian bisa turun ke lantai paling bawah. Terus cari gede 8 nanti ada kontor tulisannya Walsh in atau Pattaya. Si total ini bisa pesan saja, harganya kalau tidak salah satu, tiketnya sekitar 194.000. Oh iya sebelum geraket kita juga sempetin makan dulu di food court. Jadi di food court ini kalian harus beli kartu terobila dulu buat memisi saldoja ini sejenis kupon gitu. Baru kalian bisa belanja di food court yang ada di tempat ini. Perjalanan naik bis sebelum itu Pattaya itu memakan waktu sekitar 1.5 jam sampai 2 jam. Dan kita turunnya di Pattaya karena itu dekat banget dengan hotel kita. Terus begitu turun di sepatah yang kami naik bot itu juga harganya murah cuma sekitar 19.000. Sampai di hotel kami pergi ke savel jadi kita coba hain makan-makakan yang ada di savel karena emang kelaparan. Dan kebetulan di depan savel ada yang jualan stretch bottom. Yaitu ini enak-enak banget. Harganya cuma 19.000. Dan ini kecepatan besar. Itu tadi skul ini cerita hari ini. Saya mau menaruh perspekt sebesar-besarnya buat semua orang tua yang membawa 2.000. 1.000.2. Apalagi sampai tinggal anak. Salud dan respect banget. Kalian semua hebat."
"Salah satu bakso legend yang wajib banget buat siapa saja yang ke samarinda!
Baksonya full daging, sotonya kental dan enak, walaupun harga naik terus, bakso satu ini gak pernah kehilangan pelanggannya karna rasanya yang emang worth it buat di coba! ✨

Bakso Gresik Suroboyo 
📍Jl. Arief Rahman Hakim Samarinda 
🕐 08.00 - 18.00 
💰Rp. 45.000 / Porsi

#baksogresik #makanansmr #smrfoodies #jalanjalanmakanenaksamarinda #makanansamarinda",6,1920,1080,https://instagram.fkul15-1.fna.fbcdn.net/v/t51.2885-15/362670303_2569162826569084_1188738548669601706_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.fkul15-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QFxC-Nk5d0ml9ln8PdDJTOt7ctf60o0m15qjuyDScDRd1ddfpB6GZSxjoephzSZbFV0w4DZhFJkGCWKXjpqoqqG&_nc_ohc=D2R-uezw9N0Q7kNvwGxLDzR&_nc_gid=qHwYIVjM_n3lt6XxukQ8_A&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLaIqYtziJ2gYiaorVfqtM9IbKssg3IRDbFj_jBxE7xUQ&oe=6830D334&_nc_sid=10d13b,3154550692286253010,https://www.instagram.com/jalanjalan.makanenak/,111,2332659232,jalanjalan.makanenak,CvHNyQfr0fS,2023-07-25T08:00:45.000Z,Video,https://www.instagram.com/p/CvHNyQfr0fS/,Jl. Arief Rahman Hakim Samarinda,08.00 - 18.00,"#baksogresik, #makanansmr, #smrfoodies, #jalanjalanmakanenaksamarinda, #makanansamarinda"," meskipun harganya terus naik, tapi warung Baksa 1 ini gak pernah kehilangan pelangganya halus semuanya, kembali lagi ke jalan-jalan, makan enak kan ini aku mampir ke warung legend yang sudah jualan sejak lama banget ini dari melokasinya di jalan 10 kalimantan, sampai yang sekarang di jalan Aduman Hakim dari yang dulu harganya cuma 15.000 perporsi, sampai yang sekarang harganya di 45.000 perporsi Baksa 1 ini emang sesuai lah dengan harganya bener-bener full daging, kuahnya mantap dan pasti kenyang kalau kalian makan di sini tapi kali ini aku pesan suatu ayam, karena emang lagi pengen makan nasi, plus kuah dan yang gak ketinggalan aku juga request tambahan pentol di sini ini suatu nya enak, biunya itu lembut banget dan kadunya juga berasa banget apalagi ditambah pentol yang gede ini, bikin makan jadi tambah nih kemat langsung aja di sikat, lokasinya ada di jalan Aduman Hakim kalau dari kembatan itu maju sedikit skiner 50 meter ini harganya silahkan di skri-shoot dan selamat mencoba"
"Es Campur Legend Sejak Tahun 1986
Lelahnya berpanas2an disamarinda bisa terbayar kalau udah coba es campur satu ini nih.
Udah bertahan selama 37 tahun, untuk rasa kayanya gak perlu dipertanyakan lagi. Kombinasi kelapa, cincau, sagu mutiara, cendol, tape, dan es serut ini bisa mendinginkan kepala ditengah teriknya matahari 😍

Es Campur Pak Kumis 
📍 Jl. Imam Bonjol depan Gg Dharma
🕐 Lupa Nanya
💰 Rp. 15.000 dine in, Rp. 30.000 take away

#escampursamarinda #kulinersamarinda #smrfoodies #makanansamarinda #makanansmr #jalanjalanmakanenaksamarinda",53,1920,1080,https://instagram.fada1-15.fna.fbcdn.net/v/t51.2885-15/362000504_1436659496876237_5176486925217937291_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.fada1-15.fna.fbcdn.net&_nc_cat=105&_nc_oc=Q6cZ2QEyWxp-709mfzNp6WSHdEru4oO2xbz0VTfX0pkp8Vn8UfoBUR0ezlTfWCLET0IQHHI&_nc_ohc=RrDiAKgPXIUQ7kNvwGVW6M5&_nc_gid=LoeQudBCGzITOzo0QJ7Q9A&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKuwmamybg3SwUclBXRDfta5dz-X-JlxXatb0uaHlyaZA&oe=6830E017&_nc_sid=10d13b,3153062362495554565,https://www.instagram.com/jalanjalan.makanenak/,1640,2332659232,jalanjalan.makanenak,CvB7YNXM5QF,2023-07-23T06:43:06.000Z,Video,https://www.instagram.com/p/CvB7YNXM5QF/,Jl. Imam Bonjol depan Gg Dharma,Lupa Nanya,"#escampursamarinda, #kulinersamarinda, #smrfoodies, #makanansamarinda, #makanansmr, #jalanjalanmakanenaksamarinda"," ini es campur ledger yang jualan sejak aku belum bahir hal semuanya kembali lagi ke jalan-jalan, makan enak sales yang gini panas sesam baring da udah mulai luar biasa jui panas itu tembus dari ugun-ubun sampai ke kulit fixi ini kalau dari undang-undang, pasti keringetan nah kalau udah lelah panas-panasan ini kita coba salah satu yang bisa bikin diingin namanya es campur pak kumis es campur ini udah jualan selama 37 tahun ini aja udah berdiri sejak tahun 1986 es campur disini itu sebatunya diserut ya bukan yang kiluan jadi mantap banget kalau dicici pas lagi panas gini ini juga udah lengkap dengan berbagai macam isi, salah satunya ada kelapa tapi cendol dan cincau nah yang ngebedain dengan yang lain, es campur disini sirupnya kental banget dan manisnya itu bukan yang bikin enek, pas aja gitu pada udah ditama seseul kental manis harganya cuma 15 ribu, langsung jadi sikat lokasinya ada di jalan imam bonjol adol pas di depan gang darma sama rinda, selamat mencoba"
"Mie disini ada berbagai macam varian, bisa request level pedas dari 1-3 dan EXTREME!!
Ukuran lamian di sini itu lebih besar dari mie pada umumnya dengan kekenyalan yang cukup mendominasi, aku coba 2 varian menu mereka, dan ternyata mereka juga jual fried chicken yang gak kalah enak dan bisa banget kalian coba 🤩

Golden Lamian 
📍 Jl. Hasan Basri pas disimpang lampu merah 
🕐 09.00 - 23.00 
💰 Variatif start from 20 K

#makanansamarinda #kulinersamarinda #smrfoodies #makanansmr #samarindafood #jalanjalanmakanenak",0,1920,1080,https://scontent-mia5-1.cdninstagram.com/v/t51.2885-15/361574806_810670917278164_1402986226028655815_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-mia5-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QE29qPNl7FODQCzr-UCdrBth_vzBir9h6GsXvbmnNq-BplkcyqsL3P6kAXQcGEkEsM&_nc_ohc=D_EYqU1hhPcQ7kNvwE9JDQe&_nc_gid=6XFuiqNrRsuk0a4hRvby6g&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLmWWR3dE2M2rsXiawprTqdiVj2_O96URyHk01FrvL3dQ&oe=6830D207&_nc_sid=10d13b,3149424895058438215,https://www.instagram.com/jalanjalan.makanenak/,33,2332659232,jalanjalan.makanenak,Cu1AUF0uuhH,2023-07-18T06:18:53.000Z,Video,https://www.instagram.com/p/Cu1AUF0uuhH/,Jl. Hasan Basri pas disimpang lampu merah,09.00 - 23.00,"#makanansamarinda, #kulinersamarinda, #smrfoodies, #makanansmr, #samarindafood, #jalanjalanmakanenak"," Apa cuman kami aja yang dulu ngiranya ke logo dan lamihan adalah Toko Kue? Ternyata bukan, Joy. Halo semuanya, kembali lagi ke Jalan Jalan, makan enak! Mau cerita dikit dulu, kami sering banget lewat hasan basri dan gak pernah tahu kalau restoran ini ternyata jualan berbagai macam menu Mi yang enak-enak. Karena logo nya dari jauh itu kelihatan kayak bentuk bulat gitu, jadi kami mikirnya ini Toko Kue. Jadi kami pesan dua menu yang pertama itu lamihan Hong Kong Extra Spicy dan yang kedua adalah lamihan Extra Spicy Chicken. Untuk lamihan Hong Kong ini membutuhkan ayam katsu yang ditaburin dengan bubuk cabai. Rasanya enak, memiliki lembut dan pedesnya gila. Buat aku yang tidak cukup tahan pedas, ini salah satu yang terpedas yang pernah aku coba. Untuk yang kedua lamihan Extra Spicy Chicken kalau ini ayamnya lebih seperti ayam bumbu ya, udang lengkap dengan pansik dan daun bawang. Ini harganya silakan di screenshot, langsung jadi sikat lokasinya ada di Jalan Hassan Basri pas disimpan labu merah atau di samping kopi kenaangan. Selamat mencoba!"
"GORENGAN HIDDEN GEM.
Gorengan disini sambalnya enak, variannya banyak, dan pangsit goreng nya juara 🌶️
Kalau kalian bosen sama suasana yang biasa aja, boleh banget langsung mampir ke depan nya biar bisa nongkrong sambil mawas diri mengingat kematian 😄

Gorengan Merdeka ( gak tau nama warung nya)
📍Jl. Merdeka di samping uptd panti sosial dan sebrang kuburan muslimin 
🕐 buka jam setengah 8 biasanya jam 9 pagi udah abis
💰Rp. 1.000 / gorengan

#gorengansamarinda #kulinersamarinda #makanansamarinda #smrfoodies #makanansmr #jalanjalanmakanenak",61,1920,1080,https://instagram.fcps3-1.fna.fbcdn.net/v/t51.2885-15/359259725_292162366677760_4676707209176427681_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.fcps3-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QGxuDV1i8YK2vCbx8rk7vqgn8vgWP8fjlnIbv2Db1g22UaFas8IjN53Y2Ict9jaHR9O9LpZ7pFrijE-bzAnadZy&_nc_ohc=GKVbZwgeUL0Q7kNvwEpmNpT&_nc_gid=T-2SFSXZMTsA2nz174U7-w&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfIRgKL5uLzRSkyiyptluDdyAod29iUTu7mKbyvbFZH3yg&oe=6830DB46&_nc_sid=10d13b,3144281413343617326,https://www.instagram.com/jalanjalan.makanenak/,948,2332659232,jalanjalan.makanenak,Cuiu0lMNaEu,2023-07-11T03:53:43.000Z,Video,https://www.instagram.com/p/Cuiu0lMNaEu/,Jl. Merdeka di samping uptd panti sosial dan sebrang kuburan muslimin,buka jam setengah 8 biasanya jam 9 pagi udah abis,"#gorengansamarinda, #kulinersamarinda, #makanansamarinda, #smrfoodies, #makanansmr, #jalanjalanmakanenak"," ini gorengan enak hidden gem yang lokasinya itu dekat banget dengan kuburan halo semuanya kembali lagi ke jalan-jalan, makan enak kali ini aku mampir ke salah satu warung gorengan yang sebenernya udah jualan lama banget tapi jarang mengeterekspos padahal sambalnya itu enak banget lokasinya ada di jalan merdeka, kalau ada di jalan merdeka ini kalian tinggal jalan lurus aja sampai mentok terus melokanan nah posisi warungnya itu ada pas disamping uptdpandis sosial dan pas banget di depan kuburan kalau kesini aku sanatkan datang sekitar jam setengah 8 karena kalau udah jam 9 itu biasanya udah abis gorengan disini itu enak harganya cuma 1000an dan yang pada aku suka disini itu pak set gorengnya karena isiannya itu kayak pentol dan keryuk banget jadi kayak beras sama kan pentol tau tapi persi batagornya serai itu sambal merah disini juga enak ini tipe sambal yang pedesnya itu delay jadi gak langsung kerasa ya tapi lama-lama pedesnya nagis segian video kali ini, thank you yang udah nonton dan selamat mencoba"
"udah lama banget gak nyobain es campur yang es nya beneran di serut begini nih apalagi di minum saat siang bolong, dibawah rindang pohon dengan terik sinar matahari ☀️
rasanya sopan banget masuk tenggorokan, selain bisa melepas dahaga, bisa juga mendinginkan kepala dengan segala macam permasalahannya 🤩

Es Masjid Agung
📍 Jl. Monumen barat pas didepan masjid agung tenggarong
💵 Rp. 10 - 15.000 (lupa tepatnya berapa)

#kulinersamarinda #smrfoodies #makanansmr #makanansamarinda #escampur #jalanjalanmakanenaksamarinda",2,1920,1080,https://scontent-mia3-1.cdninstagram.com/v/t51.2885-15/359676586_237723005756034_7281737733767551936_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QHmtehy4-Hq73pN7lh4xPJ6KbR_tdia_jXetRWy6phOWYzA_j3g-_Rmsw_BtUCfdnLOp5Asd4yJyZMlNzQ-GERz&_nc_ohc=3SW-nKXF0dwQ7kNvwEalbCS&_nc_gid=tnJ4LPo1ZkU1PHoNWmxAxg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKKmILBfTb9YoXXYCEhDVslT2hYJTOPjCEypFRYVUamMQ&oe=6830D710&_nc_sid=10d13b,3143604967385165426,https://www.instagram.com/jalanjalan.makanenak/,70,2332659232,jalanjalan.makanenak,CugVA_zJW5y,2023-07-10T05:30:32.000Z,Video,https://www.instagram.com/p/CugVA_zJW5y/,Jl. Monumen barat pas didepan masjid agung tenggarong,,"#kulinersamarinda, #smrfoodies, #makanansmr, #makanansamarinda, #escampur, #jalanjalanmakanenaksamarinda"," siang-siang, habis panas-panasan di bawah trik sinar matahari, minum es campur itu memang paling mantap cuy halus semuanya kembali lagi ke jalan-jalan, makan enak es campur itu memang selalu jadi jawaban dibuat salah satu pelabas nahaga di siang bulung gini ini ini namanya es campur masjid agung, udang lama banget semulanya nggak makan es campur yang bentuknya begini ini yang es batunya itu bukan es keloan, tapi yang beneran diserut pakai alat begini ini es campur disini juga udah lengkap dengan kolang kaling, jeli, cincau, roti tawar, saugumu tiara, cendol dan sirupia kalian juga disini bisa request mau pakai tapai atau nggak menurutku rasanya enak ya terutama kalau minum ini pas cuacanya memang lagi panas-panas ya beneran lega banget masuk tebor lukan foto harga sebuah es campur disini itu sekitar 10 ribuan, aku lupa tempatnya berapa yang jelas di bawah 15 ribu langsung aja disikat lokasinya ada pas di depan masjid agung, tenggarong, selamat mencoba"
"Ini salah satu warung batagor dan pempek yang ramenya sampe waiting list!
Batagor dan pempek disini enak, harganya terjangkau, dan bumbu kacang nya itu terasa banget, aku sarankan kalau kesini pas jam baru buka sekitar jam 6 sore karna kalau diatas itu dijamin bakal antri banget ✨

Warung Arela 
📍 Jl. Pelita Pas Di seberang Hotel Temindung 
🕐 18.00 - 24.00
💰tertera di video

#makanansamarinda #smrfoodies #makanansmr #kulinersamarinda  #jalanjalanmakanenaksamarinda",0,1920,1080,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/358510545_958833608755382_8158068852658844897_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-sjc3-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QEO_Kw5tXegtCDcc_HlyAB4CsKO59K-SvYqLwFOmnVOOKyu6zoi9L65EJl6sJ5BPDs&_nc_ohc=krRLI5u6VzcQ7kNvwHJm_iK&_nc_gid=bwfxMo1ysRyiGVu8pfRnDA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJg5dS2yTIhQX2JSe1ZB03vNrbx625rsGNAPzaQOZcMDQ&oe=6830D303&_nc_sid=10d13b,3143039520135881044,https://www.instagram.com/jalanjalan.makanenak/,59,2332659232,jalanjalan.makanenak,CueUcqAtqFU,2023-07-09T10:46:22.000Z,Video,https://www.instagram.com/p/CueUcqAtqFU/,Jl. Pelita Pas Di seberang Hotel Temindung,18.00 - 24.00,"#makanansamarinda, #smrfoodies, #makanansmr, #kulinersamarinda, #jalanjalanmakanenaksamarinda"," Batagur di sini tuh rasanya kayak PMP, murah, banyak, dan enak banget. Halo semuanya, kembali lagi ke Jalan Jalan, makan enak! Malam ini aku jalan-jalan lagi ke salah satu warung najin yang udah jualan sejak lama banget nih. Namanya Warung Arela. Kalau di atas jam 7, ini warung gak pernah sepecoi dan selalu whiting list. Kalau kesini, kita harus langsung ambil kertas, tulis nomor meja, atau nama, buat pesan-pesanan kita. Batagur di sini tuh unik banget, ini seperti campuran PMP dan Tahu ya. Jadi bukan tipe batagur-batagur pada umumnya yang bentuknya seperti kripik gitu. Gumbuk kacangnya itu juga berasa banget dan lembut ya, dan porsinya itu juga gede di sini. Di sini aku juga pesan PMP. Dengan rata 17.000 kalian udah dapat PMP kapal selam besar dan bulat segede ini nih. Ini worth it banget buat kalian coba. Langsung aja di sikat, lokasinya ada di Jalan Pelita pas di depan hotel tembindung sama rindak. Ini harganya dan selamat mencoba."
